title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
"Rumah Murah Strategis di Karangmojo Dekat Alun-Alun Wonosari Kota","Rp 280 Juta","2","1","1",": 100 m²",": 40 m²","Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata","Andri KIMahouse","Diperbarui 2 bulan yang lalu oleh","Karangmojo, Gunung Kidul","/properti/gunung-kidul/hos17710066/"
"Dijual Murah Rumah 3 Lantai di Seturan Jogja Furnish","Rp 3,5 Miliar","7","4","1",": 135 m²",": 225 m²","Rumah, Full Furnished, Siap Huni, Dekat Akses Transportasi","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Caturtunggal, Yogyakarta","/properti/yogyakarta/hos17710036/"
"Hotel Murah Jogja Dekat Gelato Pawirotaman Jogja","Rp 90 Miliar","24","30","N/A",": 7000 m²",": 2600 m²","Rumah","Meinardi peter setiawan","Diperbarui 2 minggu yang lalu oleh","Mergangsan, Yogyakarta","/properti/yogyakarta/hos17709969/"
"Rumah Impian Konsep American 200 Jtan di Utara Candi Prambanan","Rp 235 Juta","2","1","1",": 73 m²",": 30 m²","Rumah, Dekat Tempat Ibadah","Augi","Diperbarui 2 bulan yang lalu oleh","Purwomartani, Yogyakarta","/properti/yogyakarta/hos17709943/"
"Perumahan Mewah Dijual Dekat Pusat Kota Jogja Di Utara Mall JCM","Rp 3,76 Miliar","4","4","2",": 145 m²",": 178 m²","Rumah, Dekat Pusat Perbelanjaan","Victor Viva","Diperbarui 2 bulan yang lalu oleh","Jombor, Sleman","/properti/sleman/hos17708232/"
"Rumah 2 Lantai Dekat Perumahan Elit Daerah Strategis","Rp 1,3 Miliar","3","1","N/A",": 109 m²",": 70 m²","Rumah, Dekat Fasilitas Kesehatan","kezia kawelasaningsih","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos10912694/"
"Dijual Rumah 1 Lantai, Strategis, Cluster, Dekat Kampus UII Yogyakarta","Rp 756 Juta","2","1","1",": 84 m²",": 50 m²","Rumah, Dekat Sekolah, Dekat Landmark","Maria","Diperbarui 2 bulan yang lalu oleh","Kaliurang, Yogyakarta","/properti/yogyakarta/hos17709681/"
"Rumah Murah Strategis di Banguntapan 500m dari Jln Pleret KPR SHM","Rp 690 Juta","3","2","1",": 75 m²",": 60 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Andri KIMahouse","Diperbarui 2 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos17709610/"
"Dekat Hyatt Golf, Rumah Cluster di Jl Palagan Jogja","Rp 2,3 Miliar","4","4","1",": 199 m²",": 140 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Landmark","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17709491/"
"Bisa Langsung Bangun di Palagan, Jogja Dekat Hotel Hyatt","Rp 475 Juta","3","2","1",": 110 m²",": 45 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Putria","Diperbarui 3 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17709381/"
"Rumah 300 Jutaan 30 Menit Ke Malioboro Jogja Dan Bandara Yia","Rp 340 Juta","2","1","2",": 71 m²",": 36 m²","Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan","Rudi Haryono","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17078097/"
"Cash OK, KPR OK; Rumah Siap Huni Furnish UMY","Rp 1,45 Miliar","4","2","1",": 138 m²",": 150 m²","Rumah, Full Furnished, Siap Huni, Dekat Sekolah","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17709425/"
"300 Jutaan Sudah Dapat Rumah Japandi di Jogja Legalitas SHM","Rp 340 Juta","2","1","2",": 71 m²",": 36 m²","Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan","Rudi Haryono","Diperbarui 2 bulan yang lalu oleh","Wirobrajan, Yogyakarta","/properti/yogyakarta/hos17078036/"
"Rumah Mewah Siap Huni Di Banguntapan Bantul (5 Menit Kampus Uad)","Rp 807 Juta","2","3","1",": 57 m²",": 100 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Alfiansyah Denny Purwono","Diperbarui 2 minggu yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17709395/"
"Harga Spesial, Investasi Villa di Tepi Jl Kaliurang Jogja","Rp 3,9 Miliar","6","6","3",": 1548 m²",": 338 m²","Rumah, Dekat Landmark","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos17709385/"
"Rumah CLuster di Sambiroto Kalasan ditimur Jl Raya Tajem","Rp 622 Juta","2","1","1",": 91 m²",": 60 m²","Rumah, Dekat Tempat Ibadah","Kurnia","Diperbarui 2 bulan yang lalu oleh","Purwomartani, Yogyakarta","/properti/yogyakarta/hos17709265/"
"Rumah Dijual di Komplek Condong Catur Jogja, Semi Furnish","Rp 1,3 Miliar","3","2","1",": 103 m²",": 90 m²","Rumah, Full Furnished, Dekat Sekolah, Dekat Tempat Ibadah","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17709161/"
"Security 24 Jam, Akses Mobil Papasan, Rumah Jl Palagan","Rp 2,97 Miliar","3","3","1",": 110 m²",": 146 m²","Rumah","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17636679/"
"Rumah Joglo Etnik Modern Di Jongke, Barat Hotel Hyatt Palagan.","Rp 1,3 Miliar","3","3","1",": 128 m²",": 100 m²","Rumah, Dekat Sekolah","Azil","Diperbarui 2 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17709108/"
"Rumah Siap Huni Jl Candigebang. Condongcatur, Dekat Kampus UPN","Rp 810 Juta","3","1","1",": 106 m²",": 61 m²","Rumah, Siap Huni, Dekat Sekolah","Azil","Diperbarui 2 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17709068/"
"Rumah baru, dekat tol Kalasan","Rp 495 Juta","2","1","2",": 107 m²",": 43 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Wisata","Irna sushenti","Diperbarui 1 minggu yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17709042/"
"Rumah 2Lt Full Furnished Di Cebongan Ds Siyidan Sleman","Rp 975 Juta","3","2","N/A",": 115 m²",": 110 m²","Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah","SUNTORO HGCN","Diperbarui 2 bulan yang lalu oleh","Mlati, Sleman","/properti/sleman/hos10424803/"
"Rumah Siap Huni Dalam Cluster Dekat Kampus UII","Rp 1,49 Miliar","4","4","N/A",": 104 m²",": 140 m²","Rumah, Full Furnished, Siap Huni, Dekat Sekolah","SUNTORO HGCN","Diperbarui 2 bulan yang lalu oleh","Kaliurang, Sleman","/properti/sleman/hos17457607/"
"1 UNIT RUMAH 2 LANTAI, 4 KAMAR TIDUR DI MAGUWOHARJO","Rp 1,35 Miliar","4","4","2",": 116 m²",": 140 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Alvian Wastu","Diperbarui 2 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17652419/"
"RUMAH BARU CANTIK MEWAH HARGA MURAH DI DALAM CLUSTER KADISOKA ASRI PURWOMARTANI SLEMAN DEKAT PEMANCINGAN KADISOKA","Rp 775 Juta","3","2","1",": 106 m²",": 80 m²","Rumah, Dekat Sekolah","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17554276/"
"Rumah siap huni dekat ISI di Jl bantul","Rp 500 Juta","3","1","1",": 88 m²",": 55 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","elin nur Merdiasari","Diperbarui 2 bulan yang lalu oleh","Sewon, Bantul","/properti/bantul/hos17176857/"
"RUMAH MEWAH ISTIMEWA 2 LANTAI HOOK HARGA MURAH DI DEKAT JOGJABAY MAGUWOHARJO DEPOK SLEMAN","Rp 1,5 Miliar","4","4","1",": 129 m²",": 180 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos15085250/"
"RUMAH MEWAH 2 LANTAI ISTIMEWA DALAM PERUMAHAN PADMA RESIDENCE BANGUNJIWO DEKAT KAMPUS UMY TERPADU","Rp 1,57 Miliar","4","3","2",": 128 m²",": 250 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17622058/"
"Rumah Guedee Mantapp poll murahnya dekat uii jakal","Rp 875 Juta","4","2","2",": 139 m²",": 120 m²","Rumah, Dekat Sekolah","elin nur Merdiasari","Diperbarui 2 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos15828672/"
"RUMAH BARU MEWAH 2 LANTAI DENGAN TATA RUANG NYAMAN DI TAMANMARTANI KALASAN SLEMAN DEKAT CANDI PRAMBANAN","Rp 1,38 Miliar","5","3","1",": 165 m²",": 250 m²","Rumah, Dekat Tempat Ibadah","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos15756415/"
"RUMAH SIAP HUNI MURAH DEKAT KAMPUS UPN JOGJA","Rp 1,65 Miliar","3","3","2",": 130 m²",": 130 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Lisa Wastu","Diperbarui 2 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17652351/"
"Rumah Cantik Dalam Perumahan Dekat Kampus UII Kaliurang Ngaglik Sleman Yogyakarta","Rp 885 Juta","4","2","2",": 180 m²",": 147 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Landmark","Dyah Okta","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17652328/"
"Rumah MEWAH TATA RUANG NYAMAN LEGA DENGAN TANAH LUAS DI CONDONG CATUR DEKAT KAMPUS UPN DAN PAMELA 6","Rp 2,65 Miliar","4","3","2",": 347 m²",": 223 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos11363698/"
"RUMAH MEWAH LUX EKLUSIF 2 LANTAI STRATEGIS DI DEKAT JOGJABAY WEDOMARTANI NGEMPLAK SLEMAN","Rp 3,5 Miliar","5","4","2",": 145 m²",": 225 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17611821/"
"ISTIMEWA .. BANTING HARGA .. KOST EKSLUSIF - KLASIK MODERN KEKINIAN DI AREA PREMIUM DI KELILINGI KAMPUS ELITE DI CONDONG CATUR","Rp 3,8 Miliar","13","11","2",": 235 m²",": 465 m²","Rumah, Full Furnished, Dekat Sekolah","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos15679678/"
"RUMAH MEWAH KLASIK MODERN 2 LANTAI STRATEGIS TEPI JALAN DI NGIPIK BANGUNTAPAN BANTUL","Rp 1,29 Miliar","4","3","1",": 99 m²",": 105 m²","Rumah","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17564073/"
"Dekat Stadiun Maguwo, Dijual Rumah Baru Jogja Utara, Harga Nego","Rp 765 Juta","3","2","1",": 105 m²",": 75 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Abdul Aziz","Diperbarui 2 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos17652081/"
"Kos dan Rumah Induk Lokasi Premium Area Kampus","Rp 2,55 Miliar","6","4","1",": 150 m²",": 200 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah","Rumah Jogja Cantik","Diperbarui 2 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos17652075/"
"RUMAH MEWAH 2 LANTAI - SEMI FURNISHED DALAM PERUMAHAN ELITE DEKAT RSA UGM JOMBOR","Rp 2,2 MiliarRp 2.3MHEMAT 100 Jutaan","3","3","2",": 144 m²",": 137 m²","Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos13626760/"
"MURAH BANGET! RUMAH BARU MEWAH 2 LANTAI HARGA MURAH DENGAN DESAIN SCANDINAVIAN DI JALAN KALIURANG KM 13 DEKAT PPPG KESENIAN NGAGLIK SLEMAN","Rp 799 Juta","3","3","2",": 96 m²",": 90 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos15923792/"
"Rumah dalam perumahan dekat UMY di Kasihan","Rp 475 Juta","2","1","1",": 109 m²",": 43 m²","Rumah, Dekat Sekolah","elin nur Merdiasari","Diperbarui 2 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17176734/"
"RUMAH MEWAH LUX 2 LANTAI ISTIMEWA DALAM PERUMAHAN ELITE BALE MULIA - JOMBOR MLATI SLEMAN","Rp 4,3 Miliar","4","3","1",": 210 m²",": 240 m²","Rumah","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17563883/"
"RUMAH BARU MEWAH 2 LANTAI BERKUALITAS PREMIUM DI TAMANMARTANI KALASAN DEKAT CANDI PRAMBANAN","Rp 1,38 MiliarRp 1.4MHEMAT 16 Jutaan","5","3","1",": 165 m²",": 250 m²","Rumah, Dekat Akses Transportasi, Dekat Tempat Ibadah","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos14838662/"
"Rumah murah modern minimalis dekat Ciputra di jl wates km 9","Rp 395 Juta","2","1","1",": 45 m²",": 92 m²","Rumah, Dekat Sekolah","elin nur Merdiasari","Diperbarui 2 bulan yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos15007214/"
"RUMAH CANTII NYAMAN SANGAT TERAWAT SEMI FURNISHED DI TAJEM MAGUWOHARJO DEPOK SLEMAN","Rp 950 Juta","3","2","1",": 127 m²",": 100 m²","Rumah, Full Furnished, Dekat Sekolah, Dekat Tempat Wisata","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos15432120/"
"RUMAH CANTIK ESTETIK 2 LANTAI LIKE VILLA DALAM PERUMAHAN ONE GATE DI TIRTOMARTANI KALASAN SLEMAN DEKAT GEDUNG LPMP","Rp 1,45 Miliar","5","4","2",": 195 m²",": 150 m²","Rumah, Dekat Pusat Perbelanjaan","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17563235/"
"RUMAH BARU CANTIK MENARIK DENGAN TANAH LUAS DI MAGUWPHARJO DEPOK SLEMAN DEKAT RS. HERMINA DAN LOTTEMART","Rp 1,1 Miliar","3","2","1",": 160 m²",": 110 m²","Rumah, Dekat Pusat Perbelanjaan","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17388019/"
"RUMAH MEWAH KONTEMPORER 2 LANTAI FULL FURNISHED DENGAN KOLAM RENANG DI JALAN KALIURANG KM 7 CONDONG CATUR DEPOK SLEMAN DEKAT KE KAMPUS UGM","Rp 2,39 Miliar","4","4","2",": 146 m²",": 171 m²","Rumah, Full Furnished, Dekat Sekolah, Dekat Landmark","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos17387233/"
"RUMAH CANTIK MODERN KEKINIAN DENGAN TATA RUANG FUNGSIONAL DI DEKAT SD MODEL WEDOMARTANI NGEMPLAK SLEMAN","Rp 835 Juta","3","2","1",": 102 m²",": 75 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17621676/"
"RUMAH BARU 2 LANTAI MODERN SCANDINAVIAN DALAM PERUMAHAN DI DEKAT BUDI MULIA WEDOMARTANI SLEMAN","Rp 900 Juta","3","3","1",": 103 m²",": 100 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Ayanti Sahabat Properti Jogja","Diperbarui 2 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17142958/"
"TERMURAH RUMAH DEKAT UGM DALAM PERUM ONE GATE SYSTEM","Rp 2,5 Miliar","3","2","1",": 144 m²",": 100 m²","Rumah, Dekat Sekolah","Dhina Sari","Diperbarui 2 bulan yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos17253513/"
"Rumah baru dalam cluster dengan kolam renang hanya 2 M an","Rp 2,5 Miliar","4","5","1",": 147 m²",": 200 m²","Rumah, Full Furnished","Dhina Sari","Diperbarui 2 bulan yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17651830/"
"Rumah siap huni di maguwoharjo dekat jogja bay depoik sleman dekat kampus UPN UII","Rp 1,1 Miliar","3","2","2",": 144 m²",": 90 m²","Rumah, Siap Huni, Dekat Sekolah","ikhsan","Diperbarui 2 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17651828/"
"Rumah Murah dalam perumahan 5 menit ke Giwangan di Jl imogiri timur","Rp 475 Juta","2","1","1",": 77 m²",": 45 m²","Rumah, Dekat Sekolah","elin nur Merdiasari","Diperbarui 2 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17572260/"
"Rumah bagus dekat Bandara Adisucipto 10 menit ke Tugu Jogja","Rp 580 Juta","3","2","1",": 100 m²",": 55 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","elin nur Merdiasari","Diperbarui 2 bulan yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17191328/"
"Rumah dan Kos Mewah Minimalis Modern Dekat UII","Rp 2,55 Miliar","12","6","2",": 150 m²",": 200 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah","Santi Properti","Diperbarui 2 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos17651766/"
"Rumah Baru Modern Minimalis nan Asri di Kota Bantul","Rp 396 Juta","2","1","1",": 84 m²",": 36 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","PT SARASWANTI HASIL MAKMUR","Diperbarui 2 bulan yang lalu oleh","Bantul, Bantul","/properti/bantul/hos17651744/"
"Rumah Mewah Minimalis Modern Dekat UII","Rp 1,6 Miliar","3","2","1",": 151 m²",": 100 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Santi Properti","Diperbarui 2 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17651717/"
"Rumah Dalam Perumahan Elit, Ringroad Maguwoharjo","Rp 1,6 Miliar","3","2","1",": 151 m²",": 100 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Rumah Jogja Cantik","Diperbarui 2 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17651563/"
"RUMAH MEWAH 2 LANTAI MINIMALIS - TATA RUANG NYAMAN DALAM CLUSTER DEKAT RSUD. PRAMBANAN 3 UNIT O","Rp 1,2 Miliar","3","2","1",": 110 m²",": 125 m²","Rumah","Muhlisin panoramicland","Diperbarui 2 bulan yang lalu oleh","Prambanan, Sleman","/properti/sleman/hos17588359/"
"Rumah cantik siap huni di Jakal km 13,dekat Kampus UII","Rp 690 Juta","2","1","1",": 121 m²",": 45 m²","Rumah","indah ade","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17651512/"
"Rumah Murah 30 meter ke Jl Imogiri Barat 15 menit ke UAD","Rp 450 Juta","2","1","1",": 75 m²",": 45 m²","Rumah, Dekat Pusat Perbelanjaan","elin nur Merdiasari","Diperbarui 2 bulan yang lalu oleh","Sewon, Bantul","/properti/bantul/hos17358095/"
"Dijual Rumah On Progress di Tepi Jalan Aspal Purwomartani","Rp 1,7 Miliar","3","3","1",": 113 m²",": 125 m²","Rumah, Full Furnished, Siap Huni, Dekat Tempat Wisata","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17651445/"
"Rumah Dijual Sleman Ambarketawang Gamping Ada Pos Security Scandinavian","Rp 591 Juta","2","1","1",": 84 m²",": 40 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","Dedi Jayantaka","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17640508/"
"Rumah murah siap huni di maguwoharjo","Rp 690 Juta","3","2","1",": 120 m²",": 70 m²","Rumah, Siap Huni","Anggry Novian","Diperbarui 2 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos17651387/"
"Rumah Cantik Minimalis Modern Dekat UII","Rp 850 Juta","3","2","2",": 71 m²",": 107 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan","Santi Properti","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17651344/"
"Kost Eksklusif 4 Kamar Full Furnish Lokasi Strategis Dekat Jalan Kaliurang","Rp 1,2 Miliar","4","4","2",": 122 m²",": 62 m²","Rumah, Full Furnished, Dekat Landmark","Josephine","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17651360/"
"Rumah Mewah Minimalis Modern Dekat UII","Rp 690 Juta","2","1","2",": 121 m²",": 45 m²","Rumah, Dekat Sekolah, Dekat Landmark","Santi Properti","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17651028/"
"di Jl. Palagan Km 7 Ngaglik Sleman Yogyakarta, Sleman","Rp 1,88 Miliar","3","3","2",": 122 m²",": 80 m²","Rumah, Dekat Sekolah","Agus Prihantoro","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17651173/"
"Rumah Murah Siap Huni di Banguntapan Dekat Ringroad Kotagede KPR","Rp 493 Juta","2","1","1",": 72 m²",": 43 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan","Andri KIMahouse","Diperbarui 2 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos17651106/"
"Rumah cantik Minimalis Modern Dekat UII","Rp 700 Juta","3","2","1",": 100 m²",": 70 m²","Rumah, Siap Huni, Dekat Sekolah","Santi Properti","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17650982/"
"Luxury Home 50m ke Jalan Utama Bonus Kanopi Cor di Jogja","Rp 1,87 Miliar","3","2","2",": 150 m²",": 110 m²","Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17650964/"
"Rumah 2 Lantai Berbah Jogja Dekat Adisutjipto Bonus Kanopi Cor","Rp 1,38 Miliar","3","2","2",": 107 m²",": 100 m²","Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17650962/"
"Hunian Private Pool di Jogja One Gate System Dekat Exit Tol Bokoharjo","Rp 1,35 Miliar","3","2","2",": 103 m²",": 100 m²","Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17650961/"
"Luxury Home View Sawah Selatan AAU Berbah Jogja","Rp 1,48 Miliar","3","2","2",": 125 m²",": 100 m²","Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17650960/"
"Luxury Home Dekat ke Ambarrukmo View Sawah Kalitirto Berbah","Rp 1,87 Miliar","3","3","2",": 150 m²",": 110 m²","Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17650957/"
"Rumah bagus Dalam Perumahan di Jalan Kaliurang Km 14 Sukoharjo Dekat UII","Rp 1,26 Miliar","3","2","1",": 103 m²",": 100 m²","Rumah, Dekat Sekolah, Dekat Landmark","Muhlisin panoramicland","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17604964/"
"Jl. Palagan Km 10, Dekat pasar Rejondani, Tanah bonus rumah","Rp 390 Juta","2","1","1",": 94 m²",": 94 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Azil","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17650881/"
"Dijual Rumah area PUGERAN Maguwoharjo Dalam Ringroad Siap Huni","Rp 1,2 Miliar","5","3","1",": 145 m²",": 200 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Azil","Diperbarui 2 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos17650845/"
"DIJUAL RUMAH BANTING HARGA DEKAT KAMPUS & RS DI JOGJA JCM mall","Rp 590 Juta","3","2","1",": 110 m²",": 60 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Azil","Diperbarui 2 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17650824/"
