title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
"Dijual Kost Putri dekat kampus UII berlokasi di lingkungan perumahan","Rp 5,5 Miliar","22","23","N/A",": 438 m²",": 612 m²","Rumah, Dekat Sekolah, Dekat Landmark","Muhlisin panoramicland","Diperbarui 1 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16216053/"
"Rumah Japaness Style Dekat UNY dan RS Queen Latifa, Hanya 250 Juta","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","yulia mustika","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17767014/"
"Promo Terbatas: Rumah Japaness Style Yogyakarta, Hanya 250 Juta","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","yulia mustika","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17767013/"
"Miliki Rumah Japanese Style Dekat YIA, Mulai 250 Juta Saja","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","yulia mustika","Diperbarui 1 bulan yang lalu oleh","Pengasih, Kulon Progo","/properti/kulon-progo/hos17767012/"
"Pre-Launching Rumah Japaness Style Dekat Bandara dan UNY, Harga 250 Juta","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","yulia mustika","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17767011/"
"Rumah Gaya Jepang di Yogyakarta, Harga Promo 250 Juta, Dekat Fasilitas Penting","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","yulia mustika","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17767010/"
"Siap Huni Rumah Strategis Dekat Ringroad Kotagede Bisa KPR SHM","Rp 490 Juta","2","1","1",": 72 m²",": 43 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Andri KIMahouse","Diperbarui 1 bulan yang lalu oleh","Kotagede, Yogyakarta","/properti/yogyakarta/hos17766977/"
"Rumah Japaness Style di Yogyakarta Mulai 250 Juta, Dekat Bandara Internasional","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah, Dekat Akses Transportasi","Rizky Ariyanti","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17766951/"
"Investasi Rumah Japaness Style di Yogyakarta, Hanya 250 Juta","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","Rizky Ariyanti","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17766950/"
"Dapatkan Rumah Impian Japanese Style di Yogyakarta, Harga Terjangkau 250 Juta","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","Rizky Ariyanti","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17766948/"
"Promo Rumah Japanese Style Dekat YIA, Harga Mulai 250 Juta","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","Rizky Ariyanti","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17766947/"
"Pre-Launch Rumah Elegan Japaness Style Yogyakarta, Harga 250 Juta Saja","Rp 250 Juta","2","1","1",": 70 m²",": 36 m²","Rumah","Rizky Ariyanti","Diperbarui 1 bulan yang lalu oleh","Kulonprogo, Kulon Progo","/properti/kulon-progo/hos17766946/"
"Full Furnish; Rumah Dijual di Gamping Sleman Dekat UMY","Rp 1,45 Miliar","4","2","1",": 138 m²",": 150 m²","Rumah, Full Furnished, Dekat Sekolah","VIVA INDCO","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17766850/"
"Jual Rumah Villa di Jakal Km 24 Area Wisata Yogyakarta","Rp 3,9 Miliar","6","6","3",": 1538 m²",": 338 m²","Rumah, Dekat Landmark","VIVA INDCO","Diperbarui 1 bulan yang lalu oleh","Pakem, Sleman","/properti/sleman/hos17766689/"
"Rumah Murah SHM 300 Jutaan Include Canopy Lgalitas SHM","Rp 391 Juta","2","1","2",": 105 m²",": 48 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Paul Borneo","Diperbarui 1 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos17766674/"
"Dijual Rumah Asri Siap Huni Area Barat Kopi Rolas Pakem Sleman","Rp 700 Juta","3","1","1",": 102 m²",": 70 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark","Brigitta Yulia","Diperbarui 1 bulan yang lalu oleh","Pakem, Sleman","/properti/sleman/hos17766612/"
"Rumah Mewah Siap Huni Full Furnish Di Purwomartani Kalasan Sleman","Rp 1,59 Miliar","4","3","2",": 133 m²",": 125 m²","Rumah, Full Furnished, Siap Huni, Dekat Sekolah","Alfiansyah Denny Purwono","Diperbarui 2 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17766549/"
"Rumah Siap Huni Dengan Desain Yang Cantik Harga 350jt Dimoyudan","Rp 350 Juta","2","1","1",": 104 m²",": 50 m²","Rumah, Siap Huni, Bebas Banjir, Dekat Akses Transportasi","Augi","Diperbarui 1 bulan yang lalu oleh","Godean, Sleman","/properti/sleman/hos17766530/"
"Rumah Siap Huni Dengan Desain Yang Cantik Harga 350jt Dimoyudan","Rp 350 Juta","2","1","1",": 104 m²",": 50 m²","Rumah, Siap Huni, Bebas Banjir, Dekat Akses Transportasi","Wahyuasih Dwi Retnowati","Diperbarui 1 bulan yang lalu oleh","Moyudan, Sleman","/properti/sleman/hos17766522/"
"Rumah Cantik 2 Lantai Proses Bangun Desain Modern di Mlati Sleman","Rp 1,49 Miliar","4","2","1",": 103 m²",": 110 m²","Rumah, Dekat Tempat Ibadah","Wahyuasih Dwi Retnowati","Diperbarui 1 bulan yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17766473/"
"Rumah minimalis siap huni di Jl. Kabupaten dekat SKE Jambon","Rp 850 Juta","3","1","1",": 100 m²",": 54 m²","Rumah, Siap Huni, Dekat Sekolah","Anang E Purnawan","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17766456/"
"Dijual Rumah Baru Dalam Cluster Dekat Kampus UII Jln Kaliurang","Rp 875 Juta","3","2","1",": 100 m²",": 80 m²","Rumah, Dekat Sekolah, Dekat Landmark","Brigitta Yulia","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17766447/"
"Rumah Strategis Dengan Desain Moderen Dan Kekinian di Sleman","Rp 699 Juta","2","1","1",": 110 m²",": 60 m²","Rumah, Dekat Sekolah","Wahyuasih Dwi Retnowati","Diperbarui 1 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17766440/"
"Rumah Semi Furnished SHM di Sukoharjo, Ngaglik Sleman, Sleman","Rp 696 Juta","3","2","1",": 130 m²",": 80 m²","Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan","Agus Prihantoro","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17766396/"
"Rumah Furnished SHM di Ngaglik Sleman Di. Yogyakarta, Sleman","Rp 679 Juta","3","1","N/A",": 104 m²",": 80 m²","Rumah, Full Furnished","Agus Prihantoro","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17766339/"
"Rumah Baru Dalam Perumahan di JL Kaliurang Km 10 Dekat Pasar Gentan dan UII di Jalan kaliurang km 10 Rumah SHM Baru 2 Lantai","Rp 1,49 Miliar","4","3","2",": 131 m²",": 145 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Muhlisin panoramicland","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos14760228/"
"Dijual rumah dalam perumahan elit Merapi View utara UGM di jalan kaliurang km8 Yogyakarta","Rp 12 Miliar","5","6","2",": 267 m²",": 340 m²","Rumah, Dekat Sekolah, Dekat Landmark","Muhlisin panoramicland","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos13814859/"
"DI JUAL KOS KOSAN DEKAT JLN MENTRI SUPENO YOGYAKARTA","Rp 1,1 Miliar","13","7","N/A",": 203 m²",": 200 m²","Rumah","Yahya Abdulloh","Diperbarui 1 bulan yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos17766312/"
"Rumah Baru di Sukoharjo, Ngaglik Sleman, Sleman","Rp 550 Juta","3","2","1",": 100 m²",": 50 m²","Rumah, Bebas Banjir, Dekat Sekolah, Dekat Fasilitas Kesehatan","Agus Prihantoro","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17766278/"
"DI DEKAT KAMPUS UST,DEKAT STADION MANDALA KRIDA JOGJA","Rp 2,3 Miliar","6","3","1",": 275 m²",": 250 m²","Rumah, Dekat Sekolah","Epro Jogja","Diperbarui 1 bulan yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos17766216/"
"FULL FURNIS LINGKUNGAN NYAMAN DEKAT BANYAK FASILITAS UMUM","Rp 1,59 Miliar","4","3","2",": 133 m²",": 125 m²","Rumah, Full Furnished","Epro Jogja","Diperbarui 1 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17766201/"
"Rumah Modern Siap Huni di Godean dengan Harga Super Terjangkau Mulai 450 Juta!","Rp 450 Juta","2","1","1",": 83 m²",": 50 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Novi","Diperbarui 1 bulan yang lalu oleh","Godean, Sleman","/properti/sleman/hos17766160/"
"Dijual Hunian Cantik Moderen Strategis Dekat Pemda Sleman","Rp 592 Juta","2","1","1",": 104 m²",": 50 m²","Rumah, Dekat Landmark","Wahyuasih Dwi Retnowati","Diperbarui 1 bulan yang lalu oleh","Godean, Sleman","/properti/sleman/hos17766148/"
"Rumah 2 Lantai Bagus di Ngaglik Sleman dekat UII","Rp 1,19 Miliar","3","3","1",": 121 m²",": 105 m²","Rumah, Full Furnished, Siap Huni, Dekat Sekolah","Agus Prihantoro","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17766128/"
"Rumah Sorowajan Baru Dekat Jl Raya Janti, Gedongkuning, JEC, UIN","Rp 2 Miliar","6","5","N/A",": 28800 m²",": 24300 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Eny Orinda","Diperbarui 1 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17766091/"
"Citra Grand Mutiara Jl. Wates Jogja Dekat UMY, YIA, UMBY","Rp 1,7 Miliar","3","1","N/A",": 22300 m²",": 10000 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah","Eny Orinda","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17766090/"
"Rumah Mewah Jl Magelang Km 9 Dekat Pemda Sleman, Mall SCH, UGM","Rp 1,75 Miliar","4","3","N/A",": 16300 m²",": 22000 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Eny Orinda","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17766089/"
"Rumah Kuantan Regency Dekat Jl Godean, Jl Kabupaten, JCM, UNISA","Rp 1,7 Miliar","4","3","N/A",": 11000 m²",": 10000 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","Eny Orinda","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17766088/"
"PERUMAHAN PREMIUM HIGH QUALITY 14 UNIT DENGAN PRIVAT POOL SETIAP UNIT DIn BANYURADEN GAMPING SLEMAN","Rp 2,1 Miliar","3","3","1",": 125 m²",": 150 m²","Rumah, Dekat Sekolah","Muhlisin panoramicland","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17766076/"
"Kini Tinggal 1 Unit Rumah Modern Siap Bangun di Tempel, Sleman","Rp 490 Juta","2","1","1",": 92 m²",": 36 m²","Rumah, Dekat Tempat Ibadah","Wahyuasih Dwi Retnowati","Diperbarui 1 bulan yang lalu oleh","Tempel, Sleman","/properti/sleman/hos17766081/"
"FULL FURNIS,MODERN LINGKUNGAN NYAMAN,BANYAK FASILITAS UMUM","Rp 1,59 Miliar","4","3","2",": 133 m²",": 125 m²","Rumah, Full Furnished","Epro Rumah Jogja","Diperbarui 1 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17765998/"
"Rumah Strategis di Banguntapan 1 km dr Jln Wonosari KPR SHM Pecah","Rp 680 Juta","2","1","1",": 85 m²",": 45 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Andri KIMahouse","Diperbarui 1 bulan yang lalu oleh","Kotagede, Yogyakarta","/properti/yogyakarta/hos17766003/"
"SELATAN KAMPUS UST TAMAN SISWA LINGKUNGAN PADAT RAMAI","Rp 2,3 Miliar","6","3","1",": 275 m²",": 250 m²","Rumah, Dekat Sekolah","Epro Rumah Jogja","Diperbarui 1 bulan yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos17765970/"
"Rumah Mewah Industrial Modern Jalan Kaliurang Km 12,5","Rp 1,69 Miliar","3","2","1",": 109 m²",": 130 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark","Rumah Jogja Cantik","Diperbarui 1 bulan yang lalu oleh","Kaliurang, Sleman","/properti/sleman/hos17765933/"
"Promo Agustus 250 Juta Rumah Japandi Di Jogja Wates","Rp 250 Juta","2","1","2",": 70 m²",": 36 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Rudi Haryono","Diperbarui 1 bulan yang lalu oleh","Wates, Kulon Progo","/properti/kulon-progo/hos17765794/"
"Rumah Siap Huni di Banguntapan Dekat Ringroad Giwangan UAD 4 KPR","Rp 485 Juta","2","1","1",": 72 m²",": 43 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan","Andri KIMahouse","Diperbarui 1 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos17765782/"
"Rumah Model Industrial Mewah Full Furnished Di Purwomartani","Rp 1,59 Miliar","4","3","2",": 133 m²",": 125 m²","Rumah, Full Furnished","Rumah Jogja Cantik","Diperbarui 1 bulan yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17765766/"
"Rumah Mewah Minimalis Modern Dekat UII","Rp 1,69 Miliar","3","2","2",": 109 m²",": 100 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark","Santi Properti","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17765447/"
"Super Nyaman ! Di Jual Rumah Nyaman Rumah 2 Lantai Shm Bagus","Rp 1,09 Miliar","3","1","N/A",": 128 m²",": 90 m²","Rumah, Full Furnished, Dekat Sekolah","Yahya Abdulloh","Diperbarui 3 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17765449/"
"RUMAH SUPER BU 3 MENIT KE UGM!! Rumah SHM Bagus","Rp 1,45 Miliar","3","2","N/A",": 147 m²",": 200 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Yahya Abdulloh","Diperbarui 1 bulan yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos17765431/"
"Rumah Mewah Minimalis Modern Dekat UII","Rp 1,59 Miliar","3","2","2",": 133 m²",": 125 m²","Rumah, Full Furnished, Dekat Sekolah","Santi Properti","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17765390/"
"Rumah Mewah Minimalis Modern Dekat UII","Rp 1,89 Miliar","3","3","2",": 122 m²",": 130 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Santi Properti","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17765347/"
"Jual Rumah Bagus Cocok Usaha Online Dekat Pemda Sleman Yogyakarta","Rp 615 Juta","3","1","1",": 167 m²",": 130 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan, Dekat Landmark","Wido Pantai GunKid Yogyakarta","Diperbarui 1 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17398939/"
"Rumah Full Furnish Daerah Maguwoharjo Depok Sleman","Rp 2 Miliar","5","2","1",": 158 m²",": 120 m²","Rumah, Full Furnished, Dekat Sekolah","Eni Soewarno","Diperbarui 1 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos17765119/"
"RUMAH BARU MEWAH MIX JOGLO KLASIK JAWA DENGAN TANAH LUAS DI MAGUWOHARJO DEPOK SLEMAN DEKAT LOTTEMART TANAH LUAS & NGANTONG PEMBAWA HOKI LINGKUNGAN NYA","Rp 3,8 Miliar","3","1","4",": 394 m²",": 219 m²","Rumah","Muhlisin panoramicland","Diperbarui 1 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17765166/"
"Awana Caturharjo 2 - Cluster Minimalis Dekat Pasar Sleman","Rp 397 Juta","2","1","1",": 101 m²",": 42 m²","Rumah","Anang E Purnawan","Diperbarui 1 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17712180/"
"Rumah 1 Menit Ke UIN 10 Menit Ke UGM 5 Menit Ke Amplaz","Rp 1,85 Miliar","3","2","1",": 153 m²",": 155 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Christian Harsono","Diperbarui 1 bulan yang lalu oleh","Gondokusuman, Yogyakarta","/properti/yogyakarta/hos17467560/"
"Rumah Baru Cluster Modern Minimalis Di Bantul","Rp 524 Juta","2","1","1",": 98 m²",": 46 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan","PT SARASWANTI HASIL MAKMUR","Diperbarui 1 bulan yang lalu oleh","Bantul, Bantul","/properti/bantul/hos17711779/"
"Rumah Timur Pasar Rejodani Jl Palagan Km 10","Rp 1,25 Miliar","3","2","1",": 250 m²",": 125 m²","Rumah, Siap Huni, Dekat Sekolah","Hendri Panuntun","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17711703/"
"Rumah Aesthetic Minimalis Modern Dekat UGM","Rp 795 Juta","2","1","2",": 90 m²",": 47 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Santi Properti","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17711623/"
"10 Menit Aja Ke UII RUMAH MURAH SIAP HUNI BANGUNAN BARU JADI","Rp 575 Juta","3","1","N/A",": 120 m²",": 55 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark","Christian Harsono","Diperbarui 1 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17521480/"
"Rumah Siap Huni Timur Bandara Adisucipto Jogja","Rp 1,5 Miliar","3","3","2",": 124 m²",": 80 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Hendri Panuntun","Diperbarui 1 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17711583/"
"RUMAH MODERN SIAP BANGUN UTARA SD MODEL DEKAT JOGJA BAY","Rp 720 Juta","3","1","1",": 120 m²",": 50 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Yunan Fahmi","Diperbarui 1 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17711201/"
"Rumah Aesthetic Di Jalan Kaliurang Km 10","Rp 795 Juta","2","1","1",": 90 m²",": 47 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Rumah Jogja Cantik","Diperbarui 1 bulan yang lalu oleh","Kaliurang, Sleman","/properti/sleman/hos17711188/"
"Dijual Rumah Murah proses Finishing sampai siap Huni diPotorono Banguntapan","Rp 545 Juta","2","1","1",": 95 m²",": 60 m²","Rumah","Faruq Akbar","Diperbarui 1 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17711028/"
"Rumah Minimalis Sederhana Di Baciro Gondokusuman Jogjakarta","Rp 800 Juta","4","2","1",": 136 m²",": 136 m²","Rumah, Dekat Sekolah","DANIEL AGUNG","Diperbarui 1 bulan yang lalu oleh","Gondokusuman, Yogyakarta","/properti/yogyakarta/hos17710876/"
"Rumah Mewah Minimalis Modern Dekat UII","Rp 3,8 Miliar","5","3","2",": 247 m²",": 130 m²","Rumah, Dekat Sekolah, Dekat Landmark","Santi Properti","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17710857/"
"Rumah Luas Di Perumahan Griya Permata Hijau Kalasan Sleman Jogjakarta","Rp 3,85 Miliar","6","5","1",": 450 m²",": 400 m²","Rumah","DANIEL AGUNG","Diperbarui 1 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17710825/"
"RUMAH SUPER BU 3 MENIT KE UGM!! Luas Bangunan 200m2","Rp 1,45 Miliar","3","2","N/A",": 147 m²",": 200 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Yahya Abdulloh","Diperbarui 2 bulan yang lalu oleh","Pogung, Yogyakarta","/properti/yogyakarta/hos17710682/"
"Rumah Murah Sleman Serasa Villa Dekat Pasar Gamping + Taman Bermain","Rp 563 Juta","2","1","1",": 76 m²",": 40 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","DKirana Maison","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17710628/"
"Rumah Dijual Sleman Nuansa Villa Dekat Pasar Gamping Dalam Cluster","Rp 591 Juta","2","1","1",": 84 m²",": 40 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","DKirana Maison","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17710626/"
"Rumah di Jogja Dekat Kampus UMY + Taman Bermain","Rp 610 Juta","2","1","1",": 89 m²",": 40 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","DKirana Maison","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17710623/"
"DIJUAL RUMAH MURAH KOTAGEDE DEKAT SEMUA FASILITAS UMUM","Rp 749 Juta","4","1","N/A",": 96 m²",": 125 m²","Rumah","Yahya Abdulloh","Diperbarui 2 bulan yang lalu oleh","Kotagede, Yogyakarta","/properti/yogyakarta/hos17710617/"
"Rumah Dijual Sleman Senyaman Villa + Taman Bermain Ambarketawang Gamping","Rp 571 Juta","2","1","1",": 79 m²",": 40 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","DKirana Maison","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17710622/"
"Rumah Murah Sleman Nuansa Villa Dalam Cluster Jalan Wates Km 6","Rp 580 Juta","2","1","1",": 81 m²",": 40 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","DKirana Maison","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17710621/"
"Villa Super Bu!! Deket Sambi Resort Dan Ledok Sambi Super Bu","Rp 1,3 Miliar","3","5","N/A",": 776 m²",": 200 m²","Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark","Yahya Abdulloh","Diperbarui 3 minggu yang lalu oleh","Turi, Sleman","/properti/sleman/hos17692159/"
"Rumah Siap Huni Dekat RS Murangan Sleman, DP 10%","Rp 650 Juta","3","1","1",": 100 m²",": 70 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17710550/"
"Rumah di Bantul Dekat Kampus UMY Cocok Untuk Homestay","Rp 451 Juta","2","1","1",": 119 m²",": 40 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17710536/"
"Rumah Bantul Dekat Kampus UMY Cocok Untuk Homestay","Rp 386 Juta","2","1","1",": 119 m²",": 40 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17710535/"
"Rumah Bantul Bangunjiwo Kasihan Padat Perumahan","Rp 571 Juta","2","1","1",": 153 m²",": 40 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17710532/"
"Rumah Minimalis Bantul Dekat Lapangan Kasihan Siap Bangun","Rp 451 Juta","2","1","1",": 153 m²",": 40 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17710531/"
"Rumah Minimalis Bantul Siap Bangun Barat Alfamart Tugu Lilin","Rp 551 Juta","2","1","1",": 153 m²",": 40 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","yulia mustika","Diperbarui 2 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17710529/"
"Siap Huni, Cuma 5 menit ke UMY Jogja","Rp 450 Juta","2","1","1",": 95 m²",": 45 m²","Rumah, Siap Huni, Dekat Sekolah","Bella Viva","Diperbarui 2 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17710517/"
"Rumah mewah di jogja dekat kampus UPN,UGM dan RS JIH","Rp 2,98 Miliar","4","3","2",": 114 m²",": 168 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","Satya Angga","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17710476/"
"Rumah Mewah 2 Lantai Lokasi Tengah Kota Dekat Kampus UPN","Rp 2,02 Miliar","5","4","1",": 212 m²",": 199 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Josephine","Diperbarui 2 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos17710329/"
"Rumah mewah di Jogja, 10 menit dari kampus UII","Rp 1,42 Miliar","4","3","2",": 140 m²",": 108 m²","Rumah, Dekat Sekolah","Satya Angga","Diperbarui 2 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17710319/"
"Rumah di Jogja dekat Sleman City Hall, hanya 1 menit","Rp 1,39 Miliar","4","3","2",": 100 m²",": 108 m²","Rumah","Satya Angga","Diperbarui 2 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17710295/"
"Rumah di jogjakarta, jalan kaliurang km 12 dekat kampus UII","Rp 875 Juta","3","1","1",": 100 m²",": 64 m²","Rumah, Dekat Sekolah, Dekat Landmark","Satya Angga","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17710249/"
"Di Jual Rumah Harga Murah Siap Huni di Kota Yogyakarta","Rp 1 Miliar","3","1","1",": 119 m²",": 100 m²","Rumah, Siap Huni, Dekat Sekolah","Propertyjogja 982","Diperbarui 2 bulan yang lalu oleh","Mantrijeron, Yogyakarta","/properti/yogyakarta/hos17710089/"
